path	line	enum	variant	role	declaration_path	declaration_line	resolution
tests/regression/11_coroutine/1123_channel_timeout.xr	48	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1123_channel_timeout.xr	84	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1130_linked_scope.xr	29	WorkerErr	Failed	pattern-direct	tests/regression/11_coroutine/1130_linked_scope.xr	9	same-module
tests/regression/11_coroutine/1131_linked_go_expr.xr	16	TaskResult	Success	pattern-direct	stdlib/types/coroutine.xr	4	builtin-symbol
tests/regression/11_coroutine/1132_task_monitor.xr	16	TaskResult	Success	pattern-direct	stdlib/types/coroutine.xr	4	builtin-symbol
tests/regression/11_coroutine/1132_task_monitor.xr	25	TaskResult	Failed	pattern-direct	stdlib/types/coroutine.xr	5	builtin-symbol
tests/regression/11_coroutine/1132_task_monitor.xr	35	TaskResult	Success	pattern-direct	stdlib/types/coroutine.xr	4	builtin-symbol
tests/regression/11_coroutine/1134_linked_go_propagation.xr	20	TaskResult	Failed	pattern-direct	stdlib/types/coroutine.xr	5	builtin-symbol
tests/regression/11_coroutine/1135_scope_child_errors.xr	28	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1135_scope_child_errors.xr	52	TaskResult	Failed	pattern-direct	stdlib/types/coroutine.xr	5	builtin-symbol
tests/regression/11_coroutine/1136_task_link.xr	31	TaskResult	Failed	pattern-direct	stdlib/types/coroutine.xr	5	builtin-symbol
tests/regression/11_coroutine/1137_await_any_success.xr	39	TaskResult	Failed	pattern-direct	stdlib/types/coroutine.xr	5	builtin-symbol
tests/regression/11_coroutine/1138_get_result.xr	6	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1138_get_result.xr	29	TaskResult	Success	pattern-direct	stdlib/types/coroutine.xr	4	builtin-symbol
tests/regression/11_coroutine/1138_get_result.xr	49	TaskResult	Success	pattern-direct	stdlib/types/coroutine.xr	4	builtin-symbol
tests/regression/11_coroutine/1139_error_isolation.xr	28	TaskResult	Failed	pattern-direct	stdlib/types/coroutine.xr	5	builtin-symbol
tests/regression/11_coroutine/1140_task_error.xr	20	TaskResult	Failed	pattern-direct	stdlib/types/coroutine.xr	5	builtin-symbol
tests/regression/11_coroutine/1140_task_error.xr	29	TaskResult	Success	pattern-direct	stdlib/types/coroutine.xr	4	builtin-symbol
tests/regression/11_coroutine/1141_concurrent_producer_consumer.xr	5	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
